min_n_rule,cut_obs,cut_after_date,next_start_date,left_alpha,left_t,left_p,left_n,right_alpha,right_t,right_p,right_n,worst_p,min_alpha,all_positive_sig
40,59,2025-07-10,2025-07-11,0.17523158707014522,2.236339687271219,0.025329528626805452,59,0.11886776113442477,1.473076713251875,0.14073035174451975,160,0.14073035174451975,0.11886776113442477,False
40,60,2025-07-11,2025-07-14,0.16379894225177039,2.1112745508410127,0.034748720165494434,60,0.12794745500596727,1.5731044019308051,0.11569464584380007,159,0.11569464584380007,0.12794745500596727,False
40,61,2025-07-14,2025-07-15,0.1689312300440788,2.2260061138393494,0.02601377190263129,61,0.12870248469954065,1.5761041559443023,0.11500180143670555,158,0.11500180143670555,0.12870248469954065,False
40,62,2025-07-15,2025-07-16,0.18354965282510663,2.4392498867860586,0.014717786970473802,62,0.11917305287118815,1.4401384913840594,0.14982822100275694,157,0.14982822100275694,0.11917305287118815,False
40,63,2025-07-16,2025-07-17,0.17476849214027745,2.3744044179296724,0.017577286461833513,63,0.12381426749346734,1.4895387175959633,0.13634556576679663,156,0.13634556576679663,0.12381426749346734,False
40,64,2025-07-17,2025-07-18,0.17170428708218732,2.363177090840777,0.018119009055712308,64,0.12681786348229468,1.518579366687789,0.1288684080302758,155,0.1288684080302758,0.12681786348229468,False
40,65,2025-07-18,2025-07-21,0.18756212513434434,2.542129224304686,0.011017942997718836,65,0.12091384831570391,1.4502286029557316,0.1469947813049578,154,0.1469947813049578,0.12091384831570391,False
40,66,2025-07-21,2025-07-22,0.1783511583475377,2.4860577491756675,0.012916700314536428,66,0.12437230238247993,1.483040173337249,0.13806373754968965,153,0.13806373754968965,0.12437230238247993,False
40,67,2025-07-22,2025-07-23,0.18234830764001528,2.5363178394564163,0.011202500746888297,67,0.11946637984917352,1.4191440149753205,0.15585703396691178,152,0.15585703396691178,0.11946637984917352,False
40,68,2025-07-23,2025-07-24,0.15940158003947835,2.2787617169370376,0.02268123376945745,68,0.1274894090496584,1.505977148003036,0.13207304009819773,151,0.13207304009819773,0.1274894090496584,False
40,69,2025-07-24,2025-07-25,0.17882300437142518,2.660992647331499,0.007791065844680632,69,0.12077357378458808,1.4169470313341135,0.1564984144923226,150,0.1564984144923226,0.12077357378458808,False
40,70,2025-07-25,2025-07-28,0.1751921550016478,2.6258834989282756,0.00864243917900591,70,0.11938070509868753,1.3935825603175072,0.16344369788690005,149,0.16344369788690005,0.11938070509868753,False
40,71,2025-07-28,2025-07-29,0.1801252051937046,2.8166745796593022,0.004852366331636446,71,0.12068764944736074,1.3919340532454743,0.16394236873531842,148,0.16394236873531842,0.12068764944736074,False
40,72,2025-07-29,2025-07-30,0.18467641450428685,2.874425051487899,0.00404763824296786,72,0.11744628921968514,1.3449535321388284,0.1786402411417899,147,0.1786402411417899,0.11744628921968514,False
40,73,2025-07-30,2025-07-31,0.18090558851134983,2.8696246473979117,0.004109593199778037,73,0.12412688879750926,1.4149491796374627,0.15708339704734875,146,0.15708339704734875,0.12412688879750926,False
40,74,2025-07-31,2025-08-01,0.22523087027834784,2.997112304960231,0.002725502870319169,74,0.10694185338100232,1.1595099340063382,0.2462483896479748,145,0.2462483896479748,0.10694185338100232,False
40,75,2025-08-01,2025-08-04,0.164548210836673,2.32261991950057,0.02019957966612088,75,0.13677510521639336,1.4631400626707192,0.1434290574271269,144,0.1434290574271269,0.13677510521639336,False
40,76,2025-08-04,2025-08-05,0.15467867368871818,2.1244971983192795,0.03362859007948771,76,0.13678365527050942,1.4557357596810163,0.1454656804119104,143,0.1454656804119104,0.13678365527050942,False
40,77,2025-08-05,2025-08-06,0.1944289884754068,2.9542842541533645,0.0031339519547288705,77,0.1238034549048841,1.3286836538168894,0.18395236004380866,142,0.18395236004380866,0.1238034549048841,False
40,78,2025-08-06,2025-08-07,0.1739100595591303,2.728002198936601,0.006371918326367379,78,0.1326024050881331,1.412378639799863,0.15783850242065112,141,0.15783850242065112,0.1326024050881331,False
40,79,2025-08-07,2025-08-08,0.17760934372434048,2.8133984658249793,0.0049020864488512166,79,0.12008501073382508,1.3083677347404759,0.19074861088842043,140,0.19074861088842043,0.12008501073382508,False
40,80,2025-08-08,2025-08-11,0.16783781851969481,2.6717837019893693,0.007544926420803928,80,0.12246259586240547,1.3258780302896291,0.1848801011977541,139,0.1848801011977541,0.12246259586240547,False
