formation_date,date,total,total_weight,joint_search_analysis,joint_search_analysis_weight,joint_search_analysis_names,search_dominant,search_dominant_weight,search_dominant_names,analysis_dominant,analysis_dominant_weight,analysis_dominant_names,neither_high,neither_high_weight,neither_high_names
2025-05-22,2025-05-23,-0.011673335459789437,1.0,-0.0020011842629994907,0.15320009752614866,5,-0.0058117214802854734,0.40318770179621816,5,-0.002707151424033839,0.24244968650386367,5,-0.0011532782924706356,0.2011625141737696,5
2025-05-23,2025-05-27,0.01862850995086482,1.0,0.007747027201906964,0.2581905478328142,7,0.0031882615568550533,0.2489871509780512,3,0.004490785333622207,0.22528932868955678,3,0.003202435858480597,0.2675329724995778,7
2025-05-27,2025-05-28,0.010856108157533365,1.0,0.002093897577048664,0.3182933784858515,6,0.007017072720349955,0.476639736352764,4,0.0008386893841566993,0.07897749127362146,4,0.0009064484759780476,0.12608939388776308,6
2025-05-28,2025-05-29,0.016123513407002046,1.0,-0.00014673487783248767,0.08990746208841205,4,0.0006367296186832372,0.23996460027024935,6,0.01575569929240615,0.5988866081719156,6,-0.00012218062625485272,0.07124132946942298,4
2025-05-29,2025-05-30,-0.013645323897608051,1.0,-0.004938255272024555,0.25438877548781325,5,-0.002852226772475561,0.3840371833111157,5,-0.0015472660572987632,0.10129398013560562,5,-0.004307575795809172,0.26028006106546553,5
2025-05-30,2025-06-02,-0.005382283341871522,1.0,0.0005347307063197502,0.36938266584381446,5,-0.004668781279539207,0.25063978097858486,3,0.0003774708509988854,0.09292067791746704,3,-0.0016257036196509513,0.2870568752601336,5
2025-06-02,2025-06-03,0.015842513389471357,1.0000000000000002,0.0011377707486895862,0.2301285893628565,5,0.008267140191559687,0.47779842999696975,5,0.0009714605277765859,0.08579489245865984,5,0.005466141921445499,0.20627808818151402,5
2025-06-03,2025-06-04,0.004826170641690386,1.0,0.00013547931551228317,0.08383280286710942,5,-0.0012414475856309317,0.3924028967251273,5,0.0070286189577878615,0.3517681393493004,5,-0.001096480045978827,0.17199616105846288,5
2025-06-04,2025-06-05,0.01286578889731522,1.0,0.002957742821334342,0.2894438923227562,5,0.0004934731810108685,0.08613791172967812,5,0.000668302268747516,0.24973158392877182,5,0.008746270626222493,0.3746866120187939,5
2025-06-05,2025-06-06,-0.003224176955687239,1.0,-0.008805702478341615,0.2626818587761224,4,0.0009798208173682078,0.06405703239929858,6,0.000725014809128995,0.17919424162815162,6,0.0038766898961571728,0.4940668671964274,4
2025-06-06,2025-06-09,-0.008268725162271819,1.0000000000000002,-0.001864770012848792,0.12494608942858108,6,0.00117084877096192,0.2201889586478814,4,-0.00469274761333602,0.3078444397962323,4,-0.0028820563070489254,0.3470205121273054,5
2025-06-09,2025-06-10,-0.0027658321216531205,1.0,-0.001187129729466174,0.1419311590646074,4,-0.00045017382616395826,0.2596890844028277,6,-0.0005924113636144265,0.15082586339542947,6,-0.0005361172024085615,0.44755389313713545,4
2025-06-10,2025-06-11,0.004070364867676715,1.0,0.0011304206903588907,0.4130731456034628,4,0.004052213393870608,0.2,1,-0.00039959962122544196,0.03048862852173259,1,-0.0007126695953273421,0.35643822587480456,3
2025-06-11,2025-06-12,-0.007830095795596544,1.0,-0.009979712461326836,0.4796279211258971,6,0.002029090403752068,0.13861269287915318,4,-0.001871862016784299,0.1092541751382092,4,0.0019923882787625242,0.2725052108567406,6
2025-06-12,2025-06-13,-0.0018963837168658754,1.0,-0.0016356563036655026,0.1870970119315376,3,-0.0020588229717592227,0.32632589551743524,7,-0.00137099413458649,0.41256275688641886,7,0.00316908969314534,0.07401433566460822,3
2025-06-13,2025-06-16,0.005073005391381062,1.0,0.001372023738031446,0.17090179225542132,7,0.001383356013706464,0.20835616245993233,3,0.0006050680587904287,0.08795699646992108,3,0.0017125575808527235,0.5327850488147252,7
2025-06-16,2025-06-17,-4.083111656564832e-05,1.0,-0.0004533460978021036,0.04076493009506625,6,0.00010092968555893797,0.22233366135602253,4,-0.0004697186528160983,0.25529398168394296,4,0.0007813039484936154,0.48160742686496844,6
2025-06-17,2025-06-18,2.206125415524506e-05,1.0,0.0015006298453222103,0.20240969471521159,7,0.0005180930166466578,0.23506890908574865,3,-0.00026685067738376985,0.23975158943087682,3,-0.0017298109304298532,0.32276980676816297,7
2025-06-18,2025-06-20,-0.0013157313188081152,1.0,-0.006754485711597817,0.2538778337385483,3,0.0034012886804148683,0.4078459446697943,5,0.0020851499150859364,0.3128248939307955,5,-4.768420271110246e-05,0.025451327660861927,2
2025-06-20,2025-06-23,-0.017580684970730565,1.0,-0.009673206568144391,0.4426800719931802,7,-0.005771803756171377,0.4044383187608294,3,-0.00029960175433406855,0.03200563165881902,3,-0.0018360728920807279,0.12087597758717133,7
2025-06-23,2025-06-24,0.022651755055618852,1.0,0.007752349975477304,0.391722532160445,6,0.004755031584974309,0.22427525617042324,4,0.00835385236498512,0.24638573180566525,4,0.0017905211301821168,0.13761647986346653,6
2025-06-24,2025-06-25,0.012618184415569469,1.0,0.003990764630173873,0.15924105062985702,4,0.005955435177976285,0.6080619864496211,6,0.0016130365873907207,0.15995957829005714,6,0.0010589480200285898,0.07273738463046495,4
2025-06-25,2025-06-26,0.013537203854908739,1.0,0.000895878185327996,0.20965742666477238,4,0.009526955265441768,0.3926945607463386,6,0.0028946895597392703,0.3489160428688132,6,0.0002196808443997049,0.04873196972007581,4
2025-06-26,2025-06-27,0.008145858085329714,1.0000000000000002,0.0005723904967004801,0.07161024812391993,5,0.0009634423493948944,0.16418085500694785,5,0.005387988191655423,0.5926012262971346,5,0.0012220370475789148,0.1716076705719978,5
2025-06-27,2025-06-30,0.009253130358354867,1.0,0.0037933531515114355,0.41329376239776805,6,-0.00013997703567800198,0.05991534543194528,4,0.0040055796484959215,0.17428238216596773,4,0.0015941745940255105,0.35250851000431893,6
2025-06-30,2025-07-01,0.0012122064669286559,1.0,0.0033914728682170603,0.25,1,0.0013580015026296022,0.25,1,-0.00030038583336367,0.25,1,-0.0032368820705543366,0.25,1
2025-07-01,2025-07-02,-0.021940817410268355,0.9999999999999998,-0.004947778412833465,0.29654922216842605,6,-0.006298225663290272,0.1932796515168628,4,-0.0006845962201037943,0.05008577546207897,4,-0.010010217114040824,0.4600853508526319,6
2025-07-02,2025-07-03,0.015127215906328647,1.0,0.00016716880352869235,0.048862743662288245,6,0.009382936731737707,0.34718681015658304,4,0.0018501436703659037,0.166822829392547,4,0.003726966700696342,0.4371276167885818,6
2025-07-03,2025-07-07,0.007591949924856806,1.0000000000000002,-5.089876168576078e-05,0.06956162998625531,4,0.0023417190369439595,0.3305870281121212,6,0.004292214134979569,0.26542270441309057,6,0.0010089155146190388,0.3344286374885331,4
2025-07-07,2025-07-08,0.001970677069721992,0.9999999999999997,0.0016115382996392418,0.48287135345804044,6,0.001368937354903196,0.13327057723136013,4,-0.0009450619687554294,0.31149185766707915,4,-6.473661606501627e-05,0.07236621164352008,6
2025-07-08,2025-07-09,-0.0011954744307905985,1.0000000000000002,0.0012652529067325128,0.2536531962418349,5,0.0021857005652356123,0.24677904476289492,5,-0.00021588110318560932,0.10463297269946797,5,-0.004430546799573114,0.39493478629580236,5
2025-07-09,2025-07-10,0.009542280457385515,1.0,-0.0003767337220841621,0.031187538196289603,3,0.005424611765816273,0.6248830178255991,7,0.0021894004787451726,0.2172639144749518,7,0.002305001934908231,0.12666552950315957,3
2025-07-10,2025-07-11,-0.010082432628112191,1.0000000000000002,-0.002208941811583759,0.2250383880682378,4,-0.0015482435786507386,0.07208132198347354,6,-0.0033417036670107493,0.26690828609989503,6,-0.002983543570866944,0.4359720038483937,4
2025-07-11,2025-07-14,0.0024900355570443315,1.0000000000000002,-0.0008374679830537593,0.1794912104953849,6,0.0020192386969965052,0.22014983941485045,4,0.00017570650848224603,0.31955759104168036,4,0.0011325583346193388,0.28080135904808434,6
2025-07-14,2025-07-15,0.01434070531584965,1.0,0.009284372432657109,0.6047135851839724,6,0.0021560462666660577,0.21936447978634155,4,0.002108680616330305,0.12842493285458811,4,0.0007916060001961779,0.04749700217509807,6
2025-07-15,2025-07-16,-0.0020396892220631594,1.0,-0.0005092212458726488,0.2401297059890408,4,-0.0006056809839026511,0.22446923215523762,5,-0.0009926012560076516,0.34348136424073805,5,6.781426371979188e-05,0.1919196976149836,4
2025-07-16,2025-07-17,-0.0013020031236971245,1.0000000000000002,-0.00030638725262540213,0.1859619978746543,3,-0.0006033549811254432,0.6277489312348495,5,0.0002706898293330593,0.05194827174787553,5,-0.0006629507192793385,0.1343407991426207,2
2025-07-17,2025-07-18,0.009189801676755205,1.0,0.0009120244770688203,0.18480414997332448,5,0.005244657053669475,0.48402651795180635,5,0.001970799225830526,0.1518017694367159,5,0.0010623209201863864,0.1793675626381534,5
2025-07-18,2025-07-21,-0.004115272942731997,0.9999999999999998,6.606041478450031e-05,0.07736671529555073,4,0.001041463403636943,0.34802380110759523,6,-0.003983590238558037,0.33631202591942244,6,-0.0012392065225954032,0.23829745767743138,4
2025-07-21,2025-07-22,0.005514644973728375,1.0,0.002769574094616996,0.2087793525064848,6,0.00012059000304365014,0.14667093131442066,4,-0.0004919145372474438,0.35196565175687267,4,0.0031163954133151726,0.2925840644222219,6
2025-07-22,2025-07-23,-0.007186959821862272,1.0,-0.0002557542027252231,0.15616481520619918,6,0.0008525281598260099,0.08339840633036523,4,-0.004977979869343843,0.32631927216070017,4,-0.002805753909619216,0.4341175063027355,6
2025-07-23,2025-07-24,0.013528139195267228,1.0,0.004774082823533755,0.1755226837683929,5,0.002899906005711422,0.2935780624226423,5,0.005275125992188748,0.33715275306555526,5,0.0005790243738333043,0.19374650074340966,5
2025-07-24,2025-07-25,0.0021209737384422665,0.9999999999999999,6.577571201761109e-05,0.13592723501799647,4,0.0032063266288968892,0.39422305575500494,6,0.0003244591502305494,0.12398074131985233,6,-0.0014755877527027836,0.34586896790714616,4
2025-07-25,2025-07-28,0.005435178427228329,1.0,0.0003368355920548362,0.0605897780690077,2,0.002301785583900335,0.4066049184618884,3,0.0018973615887390518,0.2995843489564506,3,0.0008991956625341061,0.23322095451265332,2
2025-07-28,2025-07-29,-0.013637368523291551,1.0,-0.00995055700488267,0.3574922423297508,5,0.0,0.0,0,0.0,0.0,0,-0.0036868115184088813,0.6425077576702491,5
2025-07-29,2025-07-30,-0.00032767825163581123,1.0,0.005688168755783824,0.47201962162072475,5,-0.0025765528081057813,0.2,1,8.379293685556367e-05,0.031090438792193753,1,-0.0035230871361694176,0.29688993958708143,5
2025-07-30,2025-07-31,0.028600691862261333,1.0000000000000002,0.02186909997635405,0.6004754177284237,9,0.00014256237003455635,0.0016623168542361866,1,0.0006327383878325149,0.04302698593786814,1,0.0059562911280402085,0.3548352794794721,9
2025-07-31,2025-08-01,-0.03491915050687226,0.9999999999999999,-0.006568060854598597,0.3253740554191543,7,-0.007694412109104465,0.20973438768770816,3,-0.012314247716829945,0.28365896090379544,3,-0.008342429826339247,0.18123259598934197,7
2025-08-01,2025-08-04,0.003088055093945349,1.0,-0.0018159290186804261,0.3743743836301321,10,0.0,0.0,0,0.004903984112625776,0.6256256163698678,10,0.0,0.0,0
2025-08-04,2025-08-05,0.0208944055118533,1.0,0.010106411207322039,0.42975240778541807,10,0.0,0.0,0,0.010787994304531263,0.5702475922145821,9,0.0,0.0,0
2025-08-05,2025-08-06,-0.00965125950112797,1.0,-0.002631675540048285,0.3731718907462176,10,0.0,0.0,0,-0.007019583961079684,0.6268281092537825,10,0.0,0.0,0
2025-08-07,2025-08-08,-0.002583369477723442,1.0,-0.00033673833941967347,0.5563391370242767,7,-0.0015799848570435479,0.06970303201828501,3,2.781066571232216e-05,0.09354092865988814,3,-0.0006944569469725428,0.2804169022975501,7
2025-08-08,2025-08-11,0.008467275031549842,1.0,0.006895262995900366,0.2595839936246876,5,-0.0005035925429162191,0.09885171437773549,5,0.0009878398795496878,0.3250529732677751,5,0.0010877646990160084,0.3165113187298019,5
2025-08-11,2025-08-12,0.002345427245516692,0.9999999999999999,8.161099567722649e-05,0.1501850371852847,3,0.0012332857931494439,0.4225723240240114,4,1.1935550349338178e-05,0.20612941413752917,4,0.0010185949063406838,0.2211132246531745,2
2025-08-12,2025-08-13,0.011183295569657317,1.0,0.006150998782404444,0.37183182181245417,7,0.003401215387243947,0.22313655656225637,3,0.00027133313111742986,0.06586642625121458,3,0.0013597482688914968,0.33916519537407475,7
2025-08-13,2025-08-14,-0.013790709254749402,1.0,0.0012715270798423083,0.23678149574119264,6,-0.003030213586660354,0.15575486399713695,4,-0.004471832022565384,0.1249079344683677,4,-0.007560190725365973,0.4825557057933026,6
2025-08-14,2025-08-15,0.012184766311474988,1.0,0.00228571961643875,0.157979932893036,2,0.0065296265983477665,0.34018603793344626,4,0.003229664270246368,0.29951848386318186,4,0.0001397558264421019,0.20231554531033585,2
2025-08-15,2025-08-18,-0.005166445639099878,1.0,0.00021944241427471184,0.15604082478535858,3,-0.0013303198783921055,0.32625573910270667,2,-0.0034326310824033704,0.4,2,-0.0006229370925791136,0.11770343611193466,2
2025-08-18,2025-08-19,-0.00046439688042223854,0.9999999999999999,0.00151751063415062,0.48140787235980864,6,-0.000807172596081451,0.1285281813344465,4,0.00019366117114832655,0.04458050124019477,4,-0.0013683960896397345,0.3454834450655501,6
2025-08-19,2025-08-20,-0.019925262808601834,0.9999999999999999,-0.01239045957165163,0.5035760584305405,5,-0.0029834747373730795,0.29448018166510415,5,-0.0013265881828829003,0.13732534886426315,5,-0.0032247403166942236,0.06461841104009197,5
2025-08-20,2025-08-21,-0.008580379592645567,1.0,-0.0006153483344655972,0.09836342833338911,5,-0.007314694619549388,0.5158860265385535,5,-0.0004206773668990135,0.33992165451793177,5,-0.00022965927173156732,0.04582889061012564,5
2025-08-21,2025-08-22,-0.00011997065001882957,1.0,3.926196436292803e-05,0.24127037112789387,4,0.0005429826273159342,0.26206043743042695,3,0.0014337153637039531,0.19153743712766438,3,-0.002135930605401645,0.30513175431401496,4
2025-08-22,2025-08-25,0.008309537109421773,0.9999999999999999,0.0006481538595974499,0.049529951105282535,3,0.0014123756754270541,0.2655320768051532,6,0.001659802515913104,0.3178580065923038,6,0.0045892050584841635,0.3670799654972604,3
2025-08-25,2025-08-26,0.002397267317706579,0.9999999999999999,-0.0001991472698832758,0.2903957531569176,7,0.0006639302607955744,0.10031647006181114,1,-0.00014708824431168712,0.018039053142122934,1,0.0020795725711059677,0.5912487236391482,6
2025-08-26,2025-08-27,0.002408522910344516,1.0000000000000002,0.001764956850830861,0.3173742154494832,4,0.0013251243915242085,0.13865005044278292,6,-0.000735656010896651,0.450176572790771,6,5.409767888609675e-05,0.09379916131696314,4
2025-08-27,2025-08-28,0.0059896402378781955,1.0,0.0033349110626645813,0.3180638402676337,3,0.0008682126802710474,0.20124818440822595,5,0.0015637111260400536,0.40070902939117137,5,0.00022280536890251289,0.07997894593296906,3
2025-08-28,2025-08-29,0.0029220337239808753,1.0,0.0034425901028939734,0.561723356977982,6,0.0002871377918674144,0.05277725646697079,3,0.00107327136833904,0.0805830530896624,3,-0.0018809655391195525,0.30491633346538477,5
2025-08-29,2025-09-02,-0.012743906003442447,1.0,-0.0035056402076954186,0.40946502964592824,6,-0.0030492357753260798,0.09446098448765347,4,-0.002464309920024163,0.21605742931049027,4,-0.003724720100396787,0.280016556555928,5
2025-09-02,2025-09-03,0.0384133868306009,1.0,0.017850370648998137,0.35728098966648125,4,0.004004935807888734,0.12302738499070956,3,0.016385040678033192,0.25135541176924386,3,0.00017303969568083837,0.26833621357356535,4
2025-09-03,2025-09-04,0.008984145772388798,1.0,0.0023960401798702497,0.3680725031431311,6,0.0001625803985222413,0.03342777820870318,2,0.005071007442234288,0.3239772600561693,2,0.0013545177517620167,0.27452245859199637,5
2025-09-04,2025-09-05,0.039743274643986255,1.0,4.043980584749531e-05,0.10105755920848493,3,0.03358725872267456,0.2331360167109927,4,0.0035954093208213347,0.4184459075841387,4,0.0025201667946428657,0.24736051649638358,3
2025-09-08,2025-09-09,0.001926184388737681,1.0,0.0025772779009842215,0.7858698620545976,8,-3.537768023234219e-05,0.007465290000813371,1,-8.611702574803539e-05,0.045341912036734745,1,-0.0005295988062661631,0.16132293590785424,7
2025-09-09,2025-09-10,0.012428593675873041,1.0,0.0013872583505156154,0.22788533434039643,2,0.00713139863551994,0.4761106336360794,4,0.003982068127193354,0.2922881831877605,4,-7.213143735586783e-05,0.0037158488357636596,1
2025-09-10,2025-09-11,0.014166699914568908,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.014166699914568908,1.0,3
2025-09-11,2025-09-12,0.000788041229004321,1.0000000000000002,-0.0007532480219215711,0.6530076991369715,5,0.000549679353710353,0.20000000000000007,1,-3.3783810096418445e-06,0.006196939416352147,1,0.0009949882782251808,0.14079536144667637,4
2025-09-12,2025-09-15,0.0013293593913791255,1.0,0.0006808350620033073,0.703780980294426,9,0.0001981581043641639,0.00892292578449189,1,9.96074684937503e-06,0.0007904714208567381,1,0.000440405478162279,0.2865056225002254,9
2025-09-15,2025-09-16,0.010562334284695878,0.9999999999999999,0.007010196807976534,0.627952719291335,9,3.7542167928194463e-06,0.00045023785679598386,1,0.0010786737932327191,0.08573589067785896,1,0.0024697094666938043,0.28586115217401,9
2025-09-16,2025-09-17,-0.003525809484818981,1.0,-4.571629409729844e-05,0.28141087396681996,7,-0.0022259999570105986,0.12371838876493851,1,1.7027107544745338e-06,0.0007824523487062184,1,-0.001255795944465558,0.5940882849195354,7
2025-09-17,2025-09-18,0.005141527281272758,1.0,0.0026682020248384257,0.18651600092268386,5,-0.0014417990945039798,0.21517634882555808,4,0.0009370429604226755,0.045003467997883226,4,0.0029780813905156355,0.5533041822538749,5
2025-09-18,2025-09-19,0.00034203208908340415,1.0,0.0016088489277233408,0.3816414506593482,4,-0.0012967933514799383,0.23165757900029077,6,-0.0001352078379540305,0.26680698234743394,6,0.0001651843507940322,0.11989398799292715,4
2025-09-19,2025-09-22,0.0002752441380609342,1.0,0.0007922761713891318,0.3300298477580673,6,0.0005395622811438306,0.16197712336290399,4,0.0004650954974658284,0.08281636858288706,4,-0.0015216898119378565,0.42517666029614165,6
2025-09-22,2025-09-23,0.0073024885319501725,1.0,-0.00027032574882365,0.21671577707745518,4,0.0007527806743304467,0.2545373972993339,4,0.006005370764667313,0.480584869223559,4,0.0008146628417760628,0.048161956399652164,3
2025-09-23,2025-09-24,-0.012686616852906342,1.0,-0.0021783538115811686,0.15331534973222813,2,-0.0059345057748725555,0.38648499902425626,6,-0.001661457190655084,0.3228141689326455,6,-0.0029123000757975337,0.13738548231087008,2
2025-09-24,2025-09-25,-0.02387763300239391,1.0000000000000002,-0.0041332596074094684,0.20000000000000004,1,-0.0040938583807199995,0.3512376634102434,2,-0.009852378984123649,0.2487623365897567,2,-0.005798136030140789,0.20000000000000004,1
2025-09-26,2025-09-29,0.005114326540698587,1.0,0.0002513256995899327,0.10773863536513324,3,0.0008620856758658388,0.2165132447259507,3,0.003074755741692181,0.4024643949940764,3,0.0009261594235506347,0.27328372491483965,3
2025-10-09,2025-10-10,0.0008724934529727132,1.0,-0.0002459452732762275,0.45781204915080975,3,0.0006933752470847302,0.23053929391844286,2,0.00029716496182274964,0.25836063126156134,2,0.00012789851734146078,0.053288025669186,2
2025-10-10,2025-10-13,-0.01214676915880236,1.0,-0.003999492395524737,0.21925632495423833,3,-0.002256975419542982,0.4287139312107452,3,-0.0018143805208065999,0.2593227349071623,3,-0.004075920822928043,0.09270700892785413,2
2025-10-13,2025-10-14,-0.007582542239545089,1.0,-0.002246996172017365,0.5779777179867696,4,-0.003399569068709596,0.2,1,-0.00013121140125099426,0.026639623044193615,1,-0.0018047655975671332,0.1953826589690368,3
2025-10-14,2025-10-15,0.01772826481702171,1.0,0.004192484867168772,0.3532384895043455,2,0.007235087408473155,0.2497424888197722,3,0.00649599997260269,0.26066861818275816,3,-0.00019530743122290654,0.13635040349312405,1
2025-10-15,2025-10-16,0.009067434851675254,1.0,0.0025415016447551285,0.1212240896045354,3,-0.0001314216445301629,0.22653740808682132,3,0.004482299763359179,0.3722369871881164,3,0.0021750550880911077,0.28000151512052696,3
2025-10-16,2025-10-17,-0.01800122433349649,1.0,-0.0037971769716623307,0.39999999999999997,2,-0.004433931125536361,0.2,1,-0.0025604672323676914,0.2,1,-0.007209649003930108,0.2,1
2025-10-17,2025-10-20,0.0062662657731400884,1.0,0.0031344712075290996,0.2,1,0.005447765027052453,0.3651839571614438,4,-0.0023159704614414637,0.4348160428385561,4,0.0,0.0,0
2025-10-20,2025-10-21,-0.005698970033508296,1.0,0.0011963979807806421,0.22907904526121492,2,-0.008519363889023376,0.36983319842891915,2,0.0016083237358792773,0.20108775630986594,2,1.5672138855160614e-05,0.20000000000000004,1
2025-10-21,2025-10-22,-0.001782796732887379,1.0,0.0008077991816788486,0.2530504650352789,4,-1.6461895640861813e-05,0.16564776670869322,2,-0.0012459571082273353,0.19773181346515412,2,-0.0013281769106980308,0.38356995479087386,3
2025-10-22,2025-10-23,-0.010173504083731012,1.0,-0.00506646369573871,0.4,2,-0.002266481647383972,0.2049826198143868,3,-0.0012534936612808884,0.28165133773790496,3,-0.0015870650793274428,0.11336604244770816,1
