theme,high_alpha,high_t,high_n,high_avg_names,low_alpha,low_t,low_n,low_avg_names,high_minus_low_mean_pct,high_minus_low_t,high_minus_low_p
fundamental_operations,0.22588659211027082,2.326799095034712,202,9.772357723577235,0.07386021891524645,0.9833642750004289,202,8.914634146341463,0.15558583988956914,1.7535133357704904,0.07951393246600043
macro_sector_theme,0.14190006137124694,1.5000604469629308,202,10.06910569105691,0.16678092863850535,1.921554940467234,202,8.617886178861788,0.08262265203183501,0.7314602779495516,0.4644980585726014
analyst_institutional,0.1768855930720097,2.1801628910795454,202,9.890243902439025,0.13668217264812707,1.5077353290089293,202,8.796747967479675,0.07761368375929686,0.7729571671689485,0.4395477303069031
valuation,0.15227714641071236,1.8974488986210118,202,10.284552845528456,0.0885642740061167,0.9665970700278294,200,8.454918032786885,0.021711131550661,0.22908087468466035,0.8188060580296107
risk_downside,0.19381621519211895,2.6702330050946803,202,10.166666666666666,0.09509792898962798,1.0627427015392361,201,8.546938775510204,-0.05227366193501156,-0.5597398394227697,0.5756569039617255
technical_price_action,0.10490993061810024,1.334167050478951,202,9.83739837398374,0.14689401206054323,1.62137695124107,202,8.84959349593496,-0.06220641550543949,-0.6735028814660597,0.5006274162148607
firm_specific_catalyst,0.12796592473394228,1.7302943897511456,202,10.08130081300813,0.1341390902527083,1.4281833130857666,199,8.695473251028806,-0.07548972360756073,-0.7250996836080009,0.46839087850532946
sentiment_attention,0.09072974208621189,1.103545101364446,202,10.483739837398375,0.27081407972391935,2.9436830467204733,201,8.228571428571428,-0.14447532180128322,-1.397251811340173,0.1623378612591555
