ai_model,formation_start,formation_end,top20_report_dates,top20_report_stock_days,avg_top20_report_names,return_days,alpha_n_obs,alpha_pct,alpha_t,alpha_p,mean_ret_pct,avg_text_len,avg_retrieval_index,avg_reasoning_index,avg_active_themes,avg_theme_entropy
Grok,2025-04-14,2025-12-18,163,2875,17.63803680981595,162,162,0.21470147010468082,2.588656259281535,0.009635122104644069,0.24827098506716266,16473.517913043477,0.29073878778320883,0.2840601245941367,7.818434782608696,2.018269140031416
Gemini,2025-12-19,2026-05-01,91,1815,19.945054945054945,90,46,0.16842121087173328,0.8040205485214845,0.421385107773121,0.026592602568367603,8127.4611570247935,0.23277484453130748,0.17599901941674792,7.973002754820937,2.0381356432074162
