date,analyst_institutional,firm_specific_catalyst,fundamental_operations,macro_sector_theme,risk_downside,sentiment_attention,technical_price_action,valuation,total
2025-06-16,0.0001363830468219928,0.0,0.0013427200836700038,0.0,0.0,0.0,0.0035939022608890655,0.0,0.0050730053913810615
2025-06-17,-0.0017654597079414225,0.0,0.0013668284355672208,-1.8580067777717983e-05,0.00011075119856873762,0.0,0.0002656290250175338,0.0,-4.083111656564832e-05
2025-06-18,0.001102114997440018,0.0,0.0003238500448209719,-0.00011699636391225947,0.0,0.0,-0.0012869074241934854,0.0,2.206125415524495e-05
2025-06-20,-0.003954840501859386,0.0,-0.0002793524524269351,0.0,0.0,0.0,0.0029184616354782054,0.0,-0.0013157313188081148
2025-06-23,-0.012505513690634403,0.0,-0.00460724256098179,0.0,0.0,0.0,-0.000467928719114369,0.0,-0.01758068497073056
2025-06-24,0.013252780438904894,0.0,0.008689423115199359,0.00045120321110869347,0.0002731651350375399,0.0,-1.4816844631633977e-05,0.0,0.022651755055618852
2025-06-25,0.006716290496011803,0.0,0.0020214236099099685,0.0,0.0,0.0,0.003880470309647698,0.0,0.012618184415569469
2025-06-26,0.0009167131827178086,0.0,0.0012055615235551864,3.07015344861791e-05,0.008983720774435567,0.0,0.002400506839713998,0.0,0.013537203854908739
2025-06-27,0.003995349369466406,0.0,0.003192326113990482,0.0,0.0,-0.0005467537157710886,0.001504936317643914,0.0,0.008145858085329713
2025-06-30,0.0005155177372355318,0.0,0.003864520908050564,0.0,0.0003832329274500607,0.0,0.004489858785618708,0.0,0.009253130358354865
2025-07-01,-0.0032368820705543366,0.0,0.0044490885374829925,0.0,0.0,0.0,0.0,0.0,0.0012122064669286559
2025-07-02,-0.008813620914969796,0.0,-0.012755620211797554,0.0,0.0,0.0,-0.0003715762835010067,0.0,-0.021940817410268355
2025-07-03,0.0020340526058131407,0.0,0.007214172476836157,0.0,0.0,0.0002049546625767374,0.005674036161102611,0.0,0.015127215906328645
2025-07-07,1.2256254296775734e-05,0.0,0.0036471552421660338,-3.3927571049652506e-05,0.0,0.0,0.0027559008138516813,0.0012105651855919676,0.007591949924856806
2025-07-08,-0.0004450334638997701,0.0,0.0023390480052730826,0.0,0.0,0.0,7.666252834867988e-05,0.0,0.001970677069721992
2025-07-09,-0.0005784162212895748,0.0,-0.00031644059317450076,0.0,0.0,0.0,-0.00030061761632652246,0.0,-0.0011954744307905983
2025-07-10,0.002884925808678204,0.0,0.002738185587309676,0.0,0.0,0.0,0.0039191690613976345,0.0,0.009542280457385515
2025-07-11,-0.004578154660645909,0.0,-0.004684591306713788,0.0,0.0,0.0,-0.0008196866607524945,0.0,-0.010082432628112191
2025-07-14,0.001336984878413037,0.0,3.4430769508973354e-05,0.0,0.0,0.0,0.00119194622795172,-7.332631882939902e-05,0.0024900355570443315
2025-07-15,0.01035291442860382,0.0,0.002474819734046316,0.0005862121505072472,-2.910140907835025e-05,0.0,0.000955860411770617,0.0,0.014340705315849649
2025-07-16,-0.0018829955458149218,0.0,-0.00022166979503881668,0.000154502569666404,0.0,0.0,-8.952645087582503e-05,0.0,-0.0020396892220631594
2025-07-17,-0.0019642986451072694,0.0,0.0006425389007723573,0.0,0.0,0.0,1.975662063778751e-05,0.0,-0.0013020031236971243
2025-07-18,0.008027777957971199,0.0,0.0013983314415826496,0.0009817475281173444,0.0,0.0,-0.001218055250915985,0.0,0.009189801676755207
2025-07-21,-0.003357025570432567,0.0,-0.0007687851093349861,8.891260618969183e-05,0.0,0.0,-7.837486915413522e-05,0.0,-0.004115272942731996
2025-07-22,0.004115177042601575,0.0,0.0036114624030265663,-0.0005502708179189903,0.0,0.0,-0.0016617236539807766,0.0,0.005514644973728375
2025-07-23,-0.003964823140689593,0.0,-0.0032628281192264344,0.0,0.0,0.0,4.069143805375601e-05,0.0,-0.007186959821862272
2025-07-24,0.007989975588892313,0.0,0.0014742390475476017,0.0,0.0,-0.0002264311161766399,0.004290355675003955,0.0,0.01352813919526723
2025-07-25,0.0017939606562259066,0.0,-6.703482623642758e-06,0.0,-1.532980590805692e-05,0.00034904637074805947,0.0,0.0,0.002120973738442266
2025-07-28,0.000967122415489259,0.0,0.0006580619850836257,0.0,0.0,0.0,0.003809994026655444,0.0,0.005435178427228329
2025-07-29,-0.010515495299819967,0.0,0.00028312083007823243,0.0,0.0,0.0,-0.003404994053549817,0.0,-0.013637368523291551
2025-07-30,0.0007806516544294983,0.0,-0.00037573807628454804,0.0,0.0,-0.0007325918297807617,0.0,0.0,-0.00032767825163581166
2025-07-31,0.021946175434606002,0.0,0.0007527363904548859,0.0,0.0,0.005901780037200448,0.0,0.0,0.028600691862261333
2025-08-01,-0.0005033460667488755,0.0,-0.005908297566311281,-0.002759021756363362,-0.009633679606342269,-0.008042491261260973,-0.008072314249845496,0.0,-0.034919150506872255
2025-08-04,0.0,0.0,0.0,0.0,0.0,0.003088055093945349,0.0,0.0,0.003088055093945349
2025-08-05,0.0,0.0,0.0,0.0,0.0,0.0208944055118533,0.0,0.0,0.0208944055118533
2025-08-06,0.0,0.0,0.0,0.0,0.0,-0.009651259501127968,0.0,0.0,-0.009651259501127968
2025-08-08,-0.003552974893429491,0.0,0.0014404315530745818,-0.0015944950645406131,4.66095049259269e-05,0.0,0.0010770594222461532,0.0,-0.002583369477723442
2025-08-11,0.00022206179998937483,0.0,0.0010664591537863648,-0.00011484881078287494,-0.00039729573478307356,0.0,0.007690898623340052,0.0,0.008467275031549842
2025-08-12,0.0018119469177322232,0.0,-0.00010248299416148397,0.0,0.0,0.00046227259302415654,0.00017369072892179648,0.0,0.0023454272455166922
2025-08-13,0.007820581191244878,0.0,0.00039828643362308457,0.0,0.0,0.0001352857514680979,0.002829142193321257,0.0,0.011183295569657317
2025-08-14,-0.0073785796138378735,0.0,-0.005286862467302254,0.0,0.0,0.0,-0.001125267173609275,0.0,-0.013790709254749402
2025-08-15,0.008676936111742082,0.0,0.000889022994755902,0.0,0.0,0.0,0.002618807204977003,0.0,0.012184766311474986
2025-08-18,-0.0039294446871548745,0.0,-0.0009547077968339026,0.0,0.0,0.0,-0.0002822931551111004,0.0,-0.005166445639099878
2025-08-19,0.0012303603332536371,0.0,-0.002498265510197313,0.0,-9.688982266152241e-05,0.0,0.0009003981191829596,0.0,-0.0004643968804222391
2025-08-20,-0.014164201501089772,0.0,-0.0042327568875701865,0.0,0.0,0.0,-0.0015283044199418763,0.0,-0.019925262808601834
2025-08-21,-0.0008097935347477808,0.0,-0.0034614988057738473,1.9570029201123752e-05,0.0,-0.0003596608911597521,-0.0039689963901653105,0.0,-0.008580379592645565
2025-08-22,0.0018025695925579222,0.0,-0.0025588688669398387,0.0,0.0,0.0,0.0006363286243630869,0.0,-0.00011997065001882957
2025-08-25,0.002298075037186431,0.0,0.00260172129649655,0.001696324014411902,0.0,0.0,0.001713416761326889,0.0,0.008309537109421773
2025-08-26,0.0015521992723356982,0.0,0.000636987685670934,0.0003124411795269648,0.0,0.0,-0.00010436081982701754,0.0,0.0023972673177065796
2025-08-27,0.0011651087939652676,0.0,0.0022412375824561663,-0.0016727790781120942,0.0,-1.3691148065158268e-05,0.0006886467601003339,0.0,0.0024085229103445152
2025-08-28,0.001081039948872163,0.0,-0.00016026230032180374,0.0027955262503624448,0.0,-0.0003376183622528567,0.002610954701218248,0.0,0.005989640237878195
2025-08-29,0.0019887015618947146,0.0,-0.001589029790841104,0.0,-1.3374084747190696e-05,0.0,0.002535736037674455,0.0,0.0029220337239808753
2025-09-02,-0.006336083760886244,0.0,-0.0022735633463679544,-0.0012873700530199336,0.0,0.0,-0.002846888843168316,0.0,-0.012743906003442449
2025-09-03,0.0006555691102195229,0.0,0.019988987823916525,0.016737642949423395,0.0,0.0007036706628522064,0.0003275162841892533,0.0,0.0384133868306009
2025-09-04,-0.00028651646363192225,0.0,0.0007540979309408574,0.0,0.0,0.0012237336137382229,0.007292830691341638,0.0,0.008984145772388796
2025-09-05,0.0042857302568176485,0.0,-0.0006238234591487746,0.0018917707713662414,5.808627875401717e-05,0.0005547766637284007,0.03357673413246872,0.0,0.039743274643986255
2025-09-09,-0.0011392002253957003,0.0,6.152616439244124e-05,0.0,-0.0005891920660373364,-0.000813169238082616,0.004406219753860892,0.0,0.0019261843887376808
2025-09-10,0.004383103634232393,0.0,0.0,0.004321277595115092,0.0,-7.213143735586783e-05,0.003796343883881424,0.0,0.012428593675873041
2025-09-11,-0.006979768548241079,0.0,0.0,0.0,0.0,0.0,0.021146468462809986,0.0,0.014166699914568905
2025-09-12,0.003559762072061232,0.0,2.885077981136952e-05,0.000549679353710353,0.0,0.0014979083397051456,-0.004848159316283779,0.0,0.000788041229004321
2025-09-15,0.002217912840075062,0.0,-0.0002693338704659882,0.0,-0.0023535391630513584,0.0002576472780141867,0.0014764709088241157,2.013979831073526e-07,0.001329359391379125
2025-09-16,0.004356965696971541,0.0,0.0011610648452757726,0.0,0.0,0.0026719241408323133,0.002373198912300714,-8.193106844634779e-07,0.010562334284695878
2025-09-17,0.0005796417493511492,0.0,-0.0035253680270168897,0.0,-3.1535763159668925e-05,9.147940451269254e-05,-0.0006400268485062631,0.0,-0.0035258094848189805
2025-09-18,0.0012631278551399824,0.0,0.0013336738770212582,0.0,0.0,0.0,0.002544725549111517,0.0,0.005141527281272758
2025-09-19,-0.001815647604020654,0.0,0.0020577077825037816,0.00047510007363453315,0.0,0.0,-0.0003751281630342567,0.0,0.00034203208908340437
2025-09-22,-0.001209385021514886,0.0,0.0024005279864131933,0.00015933957149320642,0.0,0.0,-0.0010752383983305797,0.0,0.0002752441380609342
2025-09-23,0.0038585506187975827,0.0,-0.0022180263615083694,0.0,0.0,0.0,0.005661964274660959,0.0,0.007302488531950173
2025-09-24,-0.003534930275045136,0.0,-0.002326175613308623,0.0,0.0,0.0,-0.006825510964552583,0.0,-0.012686616852906342
2025-09-25,-0.01202546191750577,0.0,-0.005798136030140789,0.0,0.0,0.0,-0.006054035054747347,0.0,-0.023877633002393907
2025-09-29,0.003045435660356685,0.0,0.0003605773881258568,0.0,0.0,0.0,0.0017083134922160452,0.0,0.005114326540698587
2025-10-10,-0.0016960394402698012,0.0,0.0013588203046023953,0.0,0.0,-0.00037577716908835724,0.0015854897577284761,0.0,0.0008724934529727132
2025-10-13,-0.0003962926618915395,0.0,-0.0037646313629098697,0.0,0.0,0.0,-0.007985845134000953,0.0,-0.012146769158802362
2025-10-14,-0.003938466766309381,0.0,-0.0014995606202341306,0.0,0.0,0.0,-0.0021445148530015766,0.0,-0.007582542239545088
2025-10-15,0.01358821921623143,0.0,0.0006807999324469692,0.0,0.0,0.0,0.0034592456683433127,0.0,0.01772826481702171
2025-10-16,0.0073857449899086694,0.0,0.0007021578729722001,0.0,0.0,0.0,0.0009795319887943837,0.0,0.009067434851675254
2025-10-17,-0.011006825975592438,0.0,-0.004433931125536361,0.0,0.0,0.0,-0.0025604672323676914,0.0,-0.01800122433349649
2025-10-20,-0.0011004096001596027,0.0,0.0022597503444214367,0.0,0.0,0.0,0.005106925028878254,0.0,0.0062662657731400884
2025-10-21,-0.0013813210546269534,0.0,0.002037936496555374,1.5672138855160614e-05,0.0,0.0,-0.006371257614291877,0.0,-0.005698970033508296
2025-10-22,0.0008429112582998866,0.0,-0.00068860457222797,-0.0002282045892912501,0.0,0.0,-0.001708898829668046,0.0,-0.0017827967328873794
2025-10-23,-0.0037073719439677075,0.0,-0.0018730615637632408,0.0,0.0,0.0,-0.004593070576000065,0.0,-0.010173504083731013
2025-10-24,0.011169711617769553,0.0,0.0009822328140568204,0.0,0.0,0.0,0.00769895195263881,0.0,0.01985089638446518
2025-10-27,0.005890326843706453,0.0,0.004913076092429901,0.005202278030296541,0.0,0.0,0.01010117846505445,0.0,0.026106859431487345
2025-10-28,0.002702016383095712,0.0,0.0027990954983206275,0.0011999111549266094,-3.0462993648444494e-05,0.0,0.007148248749440858,0.0,0.013818808792135363
2025-10-29,0.019185807011713706,0.0,-0.0013462406951498635,0.0,0.0,0.0,0.0,0.0,0.017839566316563842
2025-10-30,-0.006271284423002851,0.0,0.006492231730727557,0.0,0.0,0.0,-1.3842610358773315e-05,0.0,0.00020710469736593296
2025-10-31,3.5125455545830875e-05,0.0,0.0020355357824879045,0.0,0.0,0.0,0.0,2.631380982104614e-06,0.0020732926190158403
2025-11-03,-0.0005670101401604069,0.0,-0.0020620739693963143,0.0,6.178817511142642e-07,0.0,0.0018511135593495254,0.0,-0.0007773526684560818
2025-11-04,-0.00014894032106181528,0.0,-0.022333261620640216,0.0,0.0,0.0,0.0,0.0,-0.022482201941702033
2025-11-05,0.0005107237371467749,0.0,-0.007882395599220705,0.0,0.0,0.0,0.0,2.2630832402767698e-05,-0.007349041029671162
2025-11-06,0.0037692758316513865,0.0,0.0010422428997702543,0.0,0.0,0.0,0.0,4.567115866712673e-05,0.004857189890088768
2025-11-07,-0.0026674760959471246,0.0,-0.01907059195198501,-0.0013784628253189083,0.0,0.0,-0.0046905165274174765,0.0,-0.027807047400668517
2025-11-10,0.0030837130136783988,0.0,0.010291300956744968,0.0,0.0,0.0,0.001994357624276999,0.00031386156357980026,0.015683233158280165
2025-11-11,0.013876511756775527,0.0,-0.0036891429090833918,0.0,0.0,0.0,0.0,0.000469716417000764,0.0106570852646929
2025-11-12,0.00462369291415966,0.0,0.0007438457194616876,0.0,0.0,0.0,0.0,-2.8665977876727683e-05,0.005338872655744619
2025-11-13,-0.0032825651972503535,0.0,-0.006845488948324331,0.0,0.0,0.0,0.0,0.0,-0.010128054145574685
2025-11-14,-0.009571102921855333,0.0,-0.013381509037761682,0.0,0.0,0.0,0.0,0.0009416689467643298,-0.022010943012852686
2025-11-17,0.0003798339221948012,0.0,0.00519550764343336,0.0,0.0,0.0,0.0,0.0014420633084627921,0.007017404874090953
2025-11-18,0.00012639055350827365,0.0,-0.008177504697921953,0.0,0.0,0.0,0.0020503726138763946,-2.1578823520635544e-05,-0.00602232035405792
2025-11-19,0.0029411169388468173,0.0,-0.0012695793546888465,0.0,1.5155266985485028e-05,0.0,0.0,0.0,0.0016866928511434555
2025-11-20,0.027040455323403545,0.0,0.018819324951603416,0.0,2.4338753720159422e-05,0.0,0.0,-0.0002966088194742581,0.04558751020925286
2025-11-21,-0.016242943353224158,0.0,-0.02519898655556604,0.0,0.0,0.0,0.0,0.000392632055373931,-0.04104929785341627
2025-11-24,0.004289778248470259,0.0,0.02053343892774971,0.0,0.0,0.0,0.0,0.0,0.02482321717621997
2025-11-25,0.010559423728303074,0.0,0.0019361028028565856,0.0,0.0,0.0,0.0,0.00019269859203640183,0.01268822512319606
2025-11-26,0.006220740866553928,-0.0005559583907650021,0.005620242031537567,0.0,0.0,0.0,0.00036055338197863807,0.0008394642628394457,0.012485042152144576
2025-11-28,-0.0032749020931719117,0.0,0.0008448561005142704,0.0,0.0,0.0,4.8293102666866436e-05,0.0008496314535103924,-0.0015321214364803822
2025-12-01,-0.00340104886376606,0.0,-0.004189005080325476,0.0,-1.3134917277171137e-05,0.0,-7.856812250834833e-05,-0.0002505356650426355,-0.007932292648919691
2025-12-02,-0.006811511500745982,0.0,0.0007829121577832666,0.0,0.0,0.0,0.0,7.6963066877425e-05,-0.005951636276085291
2025-12-03,0.0052157620079608755,0.0,-0.0019917884656266626,0.0,0.0,0.0,0.0,0.000659567286541706,0.0038835408288759193
2025-12-04,0.009421645308969348,0.0,0.00490318255943555,0.0,0.0,0.0,2.424107862712332e-05,-2.2832130003163393e-05,0.01432623681702886
2025-12-05,0.0056065443717544135,0.0,0.004384821342239858,0.0,0.0,0.0,0.0,-0.00044888968208442773,0.009542476031909844
2025-12-08,0.007058832147775805,0.0,0.0006822882317683234,0.0,0.0,0.0,0.0,0.00191314124014924,0.009654261619693369
2025-12-09,-0.0013679466150758042,0.0,-0.0019513852329705859,0.0,0.0,0.0,0.0,0.0,-0.00331933184804639
2025-12-10,0.012752996476208546,0.0,0.0023304741897279832,0.0,0.0,0.0,0.0,0.001992306561358847,0.017075777227295377
2025-12-11,0.0032771563060415426,0.0,0.006767619130704561,0.0,0.0,0.0,0.0,0.00023069422305191422,0.010275469659798019
2025-12-12,0.002495232575400511,0.0,-0.011013406324604924,0.0,0.0,0.0,0.00015521735676477186,-0.0037990470362710667,-0.012162003428710707
2025-12-15,0.0014759111942662727,0.0,-0.027185679569692194,0.0,-6.217876683229001e-06,0.0,-0.0009516263135255043,3.146352775455605e-06,-0.026664466212859197
2025-12-16,-0.004354413757736399,0.0,0.004376939614382749,0.0,0.0,0.0,0.0,2.4621616294709097e-05,4.714747294105848e-05
2025-12-17,0.0038555809424727985,0.0,0.00026826727039748645,0.0,0.0,0.0,0.0,-0.004102175398361004,2.167281450928026e-05
2025-12-18,-0.008090274660630156,0.0,-0.0031799117868706013,0.0,0.0,2.2665364251367876e-05,0.0,0.0,-0.01124752108324939
2025-12-19,0.015070743821000793,0.0,-0.0016015742821707316,0.0,0.0,-0.0011635309845432066,0.00031941513128412244,0.0,0.012625053685570977
2025-12-22,0.023670477018959215,0.0,0.009196983010963479,0.0,0.0,0.0,0.0006196971361505462,0.0,0.03348715716607324
2025-12-23,-0.002873845451720973,6.412502709244156e-05,-0.00045974002318032304,0.0,0.0,0.0,0.0,0.0,-0.0032694604478088543
2025-12-24,0.0032994587632594807,0.0,0.001236419823638337,0.0,0.0003198456598034527,0.0,0.0,0.0,0.00485572424670127
2025-12-26,0.0019615859974332663,0.0,-0.00040406434521164696,0.0,0.0,0.0,0.002782516247838879,0.0,0.004340037900060498
2025-12-29,-0.010081632508142663,0.0,-0.005603976840985031,0.0,0.0,0.0,-0.00045670594185769704,0.0,-0.01614231529098539
2025-12-30,0.010157067053244677,0.0,-5.254312729341682e-06,0.0,0.0,0.0,2.9916283341477088e-05,0.0,0.010181729023856811
2025-12-31,-0.0055537921718401256,0.0,-2.350593087509161e-05,0.0,0.0,0.0,-3.261897444794118e-05,0.0,-0.005609917077163158
2026-01-02,-0.001719693772604401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001719693772604401
2026-01-05,0.004031426634021311,0.0,-0.0006414480295882744,0.0,0.0,0.0,0.0015645247365590584,0.0,0.0049545033409920955
2026-01-06,0.0034622087613617636,0.0,-0.004213638917860241,0.0,0.0,0.0,0.0002794080517173499,0.0,-0.0004720221047811277
2026-01-07,0.004460956507281384,0.0,0.002367354463352073,0.0,0.0,0.0,0.0046036522452623345,0.0,0.01143196321589579
2026-01-08,-0.005012871099244146,0.0,0.00014767676506792198,0.0,0.0,0.0,0.002708612952135248,0.0,-0.0021565813820409764
2026-01-09,-0.004853084661927737,0.000567454804440446,0.0,0.0,0.0,0.0,1.6878710759888228e-05,0.0,-0.004268751146727404
2026-01-12,0.0017517306486572375,0.0,0.00024721586467983957,0.0,0.0,0.0,0.00110104182992834,0.0,0.003099988343265417
2026-01-13,0.00855271279962665,0.0,-0.00019677118272795748,0.0,0.0,0.0,0.00038646697361542854,0.0,0.008742408590514122
2026-01-14,-0.00789762389132288,0.0,0.0,0.0,0.0,0.0,6.726278007435736e-05,0.0,-0.007830361111248522
2026-01-15,-0.003383475746598511,0.0,0.0,0.0,0.0,0.0,-9.915520202844738e-05,0.0,-0.003482630948626958
2026-01-16,0.01579648466052096,0.0,-2.409643968982979e-05,0.0,0.0,0.0,-0.003857328042736402,0.0,0.01191506017809473
2026-01-20,-0.01812563387393781,0.0,-0.0007283893805052521,0.0,0.0,0.0,-0.011733228323368698,0.0,-0.03058725157781176
2026-01-21,0.0027734155662454416,0.0,-0.009647643146057311,0.0,0.0,0.0,0.00016688773298154276,0.0,-0.006707339846830327
2026-01-22,0.015033693384874985,0.0,0.01376873845208786,0.0,0.0,0.0,0.0,0.0,0.028802431836962843
2026-01-23,-0.004433150452847088,0.0,-0.0002852307118533929,0.0,0.0,0.0002026410086738625,0.0,0.0,-0.004515740156026619
2026-01-26,0.004484717930113799,0.0,-0.0017319081927451546,0.0,0.0,0.0,-4.442147920913669e-05,0.0,0.002708388258159508
2026-01-27,0.0007971982017098762,0.0,0.003966174357563014,0.0,0.0,0.0,0.0,0.0,0.00476337255927289
2026-01-28,0.01672834359490316,0.0,0.0009339202559503631,0.0,0.0,0.0,-0.00018472563175210102,0.0,0.017477538219101422
2026-01-29,-0.015088204987823399,0.0,0.004380437166474593,0.0,0.0,0.0,0.002224665530740983,0.0,-0.008483102290607822
2026-01-30,-0.007803734440899996,0.0,-0.0001358837671161295,0.0,0.0,0.0,0.007164698825383276,0.0,-0.0007749193826328485
2026-02-02,-0.019376356293401835,0.0,-0.0007890055871132356,0.0,0.0,0.0,5.562690916494946e-05,0.0,-0.020109734971350123
2026-02-03,0.027735099167173746,0.0,0.0004843717065713437,0.0,0.0,0.0,0.0,0.0,0.028219470873745094
2026-02-04,-0.011228112018929075,0.0,0.002966224565905243,0.0,0.0,0.0,-0.0042467659549678015,0.0,-0.012508653407991633
2026-02-05,-0.04599811282960917,0.0,0.0009763169478677902,0.0,0.0,0.0,0.0,0.0,-0.04502179588174138
2026-02-06,-0.025031967496251393,0.0,0.002531250024893714,0.0,0.0,0.0,0.0,0.0,-0.02250071747135768
2026-02-09,0.008646332811614688,0.0,0.0029684237247698296,0.0,0.0,0.0,0.0006634673694872194,0.0,0.012278223905871738
2026-02-10,0.015679942160316304,0.0,0.0,0.0,0.0,0.0004854124494097333,-0.00037534884292855715,0.0,0.01579000576679748
2026-02-11,0.003963874641476823,0.0,0.000814354148215836,0.0,0.0,0.0,0.0,0.0,0.004778228789692658
2026-02-12,0.000580575652120116,0.0,0.01016574627115373,0.0,0.0,0.0,0.0,0.0,0.010746321923273848
2026-02-13,0.007566787118836869,0.0,-0.007766490695306261,0.0,0.0,0.0,0.0011106057673835725,0.0,0.0009109021909141811
2026-02-17,-0.0028427273068308972,0.0,0.006644628836372745,0.0,0.0,0.0,0.0,0.0,0.003801901529541847
2026-02-18,0.007376278223350453,0.0,-0.0017154015136831668,0.0,0.0,0.0,-0.0010749165027488623,0.0,0.004585960206918424
2026-02-19,0.01054980230438084,0.0,9.296152208319625e-05,0.0,0.0,0.0,0.0004192477343748299,0.0,0.011062011560838867
